Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments
S100261940,Little Egret,Egretta garzetta,7217,2,TW-CYQ,,L5323314,嘉義--東石漁人碼頭(Chiayi--Dongshi Fisherman's Wharf),23.4485821,120.1359935,2022-01-07,13:47,eBird - Stationary Count,23.04,1,,,3,,,
S100274170,Northern Shoveler,Spatula clypeata,443,36,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Little Grebe,Tachybaptus ruficollis,1758,10,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Red Collared-Dove,Streptopelia tranquebarica,2024,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Spotted Dove,Streptopelia chinensis,2034,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Eurasian Moorhen,Gallinula chloropus,5321,3,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Black-winged Stilt,Himantopus himantopus,5619,37,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Pied Avocet,Recurvirostra avosetta,5633,44,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Little Ringed Plover,Charadrius dubius,5775,4,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Common Greenshank,Tringa nebularia,6037,2,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Marsh Sandpiper,Tringa stagnatilis,6045,3,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Common Redshank,Tringa totanus,6047,8,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Black-headed Gull,Chroicocephalus ridibundus,6285,13,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Whiskered Tern,Chlidonias hybrida,6507,20,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Great Cormorant,Phalacrocorax carbo,7042,35,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Cinnamon Bittern,Ixobrychus cinnamomeus,7141,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Gray Heron,Ardea cinerea,7176,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Great Egret,Ardea alba,7200,14,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Intermediate Egret,Ardea intermedia,7207,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Little Egret,Egretta garzetta,7217,17,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Black-crowned Night-Heron,Nycticorax nycticorax,7305,2,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Gray-throated Martin,Riparia chinensis,23238,50,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Barn Swallow,Hirundo rustica,23291,15,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Pacific Swallow,Hirundo tahitica,23319,7,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Striated Swallow,Cecropis striolata,23351,7,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Light-vented Bulbul,Pycnonotus sinensis,23672,9,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Common Myna,Acridotheres tristis,26935,5,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Javan Myna,Acridotheres javanicus,26952,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,black myna sp.,Acridotheres sp. (black myna sp.),26964,1,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100274170,Eurasian Tree Sparrow,Passer montanus,30560,4,TW-CYQ,,L4134411,嘉義朴子溪口IBA--東石網寮(Puzi River Estuary IBA--Dongshi Wangliao),23.436818,120.1545954,2022-01-07,13:43,eBird - Traveling Count,33.0,1,2.016,,3,,,NYBC 東石網寮鹽田北-1
S100264060,Northern Shoveler,Spatula clypeata,443,175,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Eurasian Wigeon,Mareca penelope,454,125,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Northern Pintail,Anas acuta,526,16,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Little Grebe (Little),Tachybaptus ruficollis [ruficollis Group],1759,15,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Eurasian Coot,Fulica atra,5346,4,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Black-winged Stilt,Himantopus himantopus,5619,2,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Kentish Plover (Kentish),Charadrius alexandrinus alexandrinus/nihonensis,5751,20,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Black-headed Gull,Chroicocephalus ridibundus,6285,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Whiskered Tern,Chlidonias hybrida,6507,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Great Cormorant (Eurasian),Phalacrocorax carbo sinensis/hanedae,7046,13,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Yellow Bittern,Ixobrychus sinensis,7133,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Gray Heron (Gray),Ardea cinerea cinerea/jouyi,7177,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Great Egret (Australasian),Ardea alba modesta,7204,3,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Intermediate Egret (Intermediate),Ardea intermedia intermedia,7208,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Little Egret (Western),Egretta garzetta garzetta,7218,3,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Oriental Magpie,Pica serica,20672,1,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Plain Prinia,Prinia inornata,22454,2,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264060,Gray-throated Martin,Riparia chinensis,23238,12,TW-CYQ,,L17350662,"西濱公路, 東石鄉, TW (23.432, 120.166)",23.4316992,120.1658288,2022-01-07,09:47,eBird - Traveling Count,9.0,1,0.2,,4,,,
S100264067,Northern Shoveler,Spatula clypeata,443,116,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Eurasian Wigeon,Mareca penelope,454,224,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Northern Pintail,Anas acuta,526,31,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Green-winged Teal (Eurasian),Anas crecca crecca,542,3,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Little Grebe (Little),Tachybaptus ruficollis [ruficollis Group],1759,7,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1842,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Black-winged Stilt,Himantopus himantopus,5619,11,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Pied Avocet,Recurvirostra avosetta,5633,60,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Kentish Plover (Kentish),Charadrius alexandrinus alexandrinus/nihonensis,5751,2,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Common Sandpiper,Actitis hypoleucos,6025,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Common Greenshank,Tringa nebularia,6037,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Common Redshank,Tringa totanus,6047,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Black-headed Gull,Chroicocephalus ridibundus,6285,9,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Caspian Tern,Hydroprogne caspia,6501,2,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Whiskered Tern,Chlidonias hybrida,6507,2,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Great Cormorant (Eurasian),Phalacrocorax carbo sinensis/hanedae,7046,2,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Gray Heron (Gray),Ardea cinerea cinerea/jouyi,7177,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Great Egret (Australasian),Ardea alba modesta,7204,8,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Intermediate Egret (Intermediate),Ardea intermedia intermedia,7208,2,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Little Egret (Western),Egretta garzetta garzetta,7218,5,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Yellow-bellied Prinia (Chinese),Prinia flaviventris sonitans,22436,1,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Plain Prinia,Prinia inornata,22454,3,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
S100264067,Gray-throated Martin,Riparia chinensis,23238,8,TW-CYQ,,L1070432,嘉義朴子溪口IBA--白水湖(Puzi River Estuary IBA--Baishuihu),23.4228891,120.1641884,2022-01-07,09:25,eBird - Traveling Count,21.0,1,0.69,,4,,,DCDD RF
